textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km�),Density (P/Km�)
6ed347b1a5,Finally got a call for marriage counseling 3 days late....,Finally got a call for marriage counseling 3 days late....,neutral,noon,60-70,United Arab Emirates,9890402,83600,118
97625460cf, ok then,ok then,neutral,night,70-100,United Kingdom,67886011,241930,281
32e4ffe225,_420 why baby?,why baby?,neutral,morning,0-20,United States of America,331002651,9147420,36
24ee55f264,today was the last day of high school for me and i ended up going home sick! ... stupid dead rats,sick!,negative,noon,21-30,Uruguay,3473730,175020,20
82b75647fd,We`re having an impromptu pool party... Except I don`t know how to swim so I can`t get in,We`re having an impromptu pool party... Except I don`t know how to swim so I can`t get in,neutral,night,31-45,Uzbekistan,33469203,425400,79
a0a306868a,lost my tooth 2day whilst i was eating gum...oww,oww,negative,morning,46-60,Vanuatu,307145,1.22E+04,25
9b11b686ec,happy 1 year! <3,happy 1 year! <3,positive,noon,60-70,Venezuela,28435940,882050,32
7e7bc11e45,"Oh, I HELLA forgot to say my official good morning  Like to hear it? Here it go! Goooooooooooood Morrrrrrrrning Twitterville! Lol",Goooooooooooood Morrrrrrrrning,positive,night,70-100,Vietnam,97338579,310070,314
28dbada620, *phew*  Will make a note in case anyone else runs into the same issueï¿½,*phew*  Will make a note in case anyone else runs into the same issueï¿½,neutral,morning,0-20,Yemen,29825964,527970,56
3e880ec28d,  WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!,WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!,negative,noon,21-30,Zambia,18383955,743390,25
38271074d1,I`m starving!! This diet is killing me but I can`t eat after 8pm,This diet is killing me,negative,night,31-45,Zimbabwe,14862924,386850,38
ef12a3d183, i talk to you,i talk to you,neutral,morning,46-60,Afghanistan,38928346,652860,60
f0db54f5bf,im soo bored...im deffo missing my music channels,bored..,negative,noon,60-70,Albania,2877797,27400,105
e651d415c6, nite nite bday girl  have fun at concert,e fun,positive,night,70-100,Algeria,43851044,2381740,18
931a866d3f,"Had nicotine replacement patch on for 4 hours. So far, so good, but I did sleep for most of those 4 hours. Getting a bit twitchy now","So far, so good, but I did sleep for most of those 4 hours. Getting a bit twitchy now",neutral,morning,0-20,Andorra,77265,470,164
7a718b23ef,_Sanderson What`s with Twatter lately?  Either I can`t get on or the replies don`t turn up!,What`s with Twatter lately?  Either I can`t get on or the replies don`t turn up!,neutral,noon,21-30,Angola,32866272,1246700,26
a6fccce9db,should be sleeping.  lost my voice a couple day ago.,lost my voice,negative,night,31-45,Antigua and Barbuda,97929,440,223
c017d0c221,http://twitpic.com/66xlm -  hate when my PARKED car gets hit,hate,negative,morning,46-60,Argentina,45195774,2736690,17
287755c5dd, I`ve heard this fall. I`m waiting too!,I`ve heard this fall. I`m waiting too!,neutral,noon,60-70,Armenia,2963243,28470,104
58c435d2cf, more nightmares?  *huggles*,more nightmares?  *huggles*,neutral,night,70-100,Australia,25499884,7682300,3
e6ee6826df,I AM SUCH A CREEPER  I feel disappointed because of it. **** my cyberstalking skills   the internet = no more privacy.,I AM SUCH A CREEPER  I feel disappointed because of it. **** my cyberstalking skills   the internet = no more privacy,negative,morning,0-20,Austria,9006398,8.24E+04,109
01b2476dd7,going to bed its late and I have headache,headache,negative,noon,21-30,Azerbaijan,10139177,82658,123
e02cf4af4c,happy mother`s day to all moms out there...,happy,positive,night,31-45,Bahamas,393244,10010,39
2dc0dc0d5d,Grabbing coffee from  then making mom breakfast,Grabbing coffee from  then making mom breakfast,neutral,morning,46-60,Bahrain,1701575,760,2239
1b13ed8b4b,im thinking that im going to have fun tonight....and maybe some changes are coming,going to have fun,positive,noon,60-70,Bangladesh,164689383,130170,1265
b6b35af246, thanks. before the major chop.,thanks. before the major chop.,neutral,night,70-100,Barbados,287375,430,668
375e74d063," Haha I know, I cant handle the fame!  and thank you!",d thank you!,positive,morning,0-20,Belarus,9449323,202910,47
4700be3234,just got up and updated my ipod,just got up and updated my ipod,neutral,noon,21-30,Belgium,11589623,30280,383
e5c6a6bb5a, yes! sober HAHAHA tanghaling tapat dude! haha WILD. i don`t knowwww  plan plan  before you go to US!,HAHAHA,positive,night,31-45,Belize,397628,22810,17
4f84bea1cc, We never miss ICarly - my son has a huge crush on Miranda,crush,positive,morning,46-60,Benin,12123200,112760,108
4c73ad2888,Saw James carville in the store today. His head is really that bald,Saw James carville in the store today. His head is really that bald,neutral,noon,60-70,Bhutan,771608,3.81E+04,20
2dcd8766a8,yellow for   ? http://blip.fm/~5z05g,yellow for   ? http://blip.fm/~5z05g,neutral,night,70-100,Bolivia,11673021,1083300,11
234093bef1, which means you`re just going to have to come back to vancouver and have it our way! hahah,which means you`re just going to have to come back to vancouver and have it our way! hahah,neutral,morning,0-20,Bosnia and Herzegovina,3280819,51000,64
ca832cad51,Feeling smooth like chrome,Feeling smooth,positive,noon,21-30,Botswana,2351627,566730,4
a8734230b6,Ew traffic,Ew traffic,negative,night,31-45,Brazil,212559417,8358140,25
0b5c2a7d7c,"downloading songs while trying to sneak a lil homework in too, which should be my main priority not songs lol","downloading songs while trying to sneak a lil homework in too, which should be my main priority not songs lol",neutral,morning,46-60,Brunei,437479,5270,83
e70d294d95,@_Ra_Ra_ your not alone...i need coffee too.,your not alone...i need coffee too.,neutral,noon,60-70,Bulgaria,6948445,108560,64
f84b89a828, Sounds like me,Sounds like me,neutral,night,70-100,Burkina Faso,20903273,273600,76
ee37bea884,Bad day  The day you realize what mess you`ve put me through will be one of the happiest days of my life...,Bad day  The day you realize what mess you`ve put me through will be one of the happiest days of my life...,neutral,morning,0-20,Burundi,11890784,25680,463
242d92151a,Walking to class. I hate not having a bike....especially mine.,I hate not having a bike..,negative,noon,21-30,C�te d'Ivoire,26378274,318000,83
f3a77c2b5e,_nesmith,_nesmith,neutral,night,31-45,Cabo Verde,555987,4.03E+03,138
1d6411e9dd,"failed inspection. Did you know you can pass wo/oven, but not wo/anti-tip bracket, which is only sold w/oven? This is worse than taxes.",This is worse than taxes.,negative,morning,46-60,Cambodia,16718965,176520,95
151c10cc39,"JONAS BROTHERS - Live to party.                It`s rocking so hard     I love the song,",JONAS BROTHERS - Live to party.                It`s rocking so hard,positive,noon,60-70,Cameroon,26545863,472710,56
7b1927e748,happy mother`s day to all the mothers in the world.,happy,positive,night,70-100,Canada,37742154,9093510,4
9a6f4d05d5,"35mins through the 1hr 20mins Google Wave demo, that looks a lot of fun, would love to test it though.  http://bit.ly/WnMSc",would love to test it though.,positive,morning,0-20,Central African Republic,4829767,622980,8
0cb4504f2c,Sleepy Tabz is heading to bed.  Fun night! Listened through the next episode of Joss`d!,Fun night!,positive,noon,21-30,Chad,16425864,1259200,13
ae21c1ac38,The exception for a short dude: Larenz fineass Tate yum,The exception for a short dude: Larenz fineass Tate yum,neutral,night,31-45,Chile,19116201,743532,26
8f3e73cf09,"Screw the reviews, I thought Wolverine was awesome. But not enough Dominic Monaghan for my liking.",I thought Wolverine was awesome.,positive,morning,46-60,China,1439323776,9388211,153
c7489a23fa,"If you followed us recently, PLEASE dont be offended that we haven`t followed back. We hit our limit.   Hopefully we will be free soon.",Hopefully,positive,noon,60-70,Colombia,50882891,1109500,46
148ac38bea, Yes i work 6 to 3...,Yes i work 6 to 3...,neutral,night,70-100,Comoros,869601,1861,467
641555ac70," Hmmm, maybe that`s what they meant. They eluded to something brand new but you know how the media is","Hmmm, maybe that`s what they meant. They eluded to something brand new but you know how the media is",neutral,morning,0-20,Congo (Congo-Brazzaville),5518087,3.42E+05,16
4bda359cbb,Done at the spa   now meeting vic for some late lunch!,Done at the spa   now meeting vic for some late lunch!,neutral,noon,21-30,Costa Rica,5094118,51060,100
ed084a1fa7,Happy monday  up and about going to tavares today. Hope everyone has a blessed day!,Happy,positive,night,31-45,Croatia,4105267,55960,73
1af124bc1c, Always have wanted to go to Oz,Always have wanted to go to Oz,neutral,morning,46-60,Cuba,11326616,106440,106
e98226e842, Thx,Thx,neutral,noon,60-70,Cyprus,1207359,9240,131
85ec413e54, http://twitpic.com/4jaz5 - Cool... luv it,luv,positive,night,70-100,Czechia (Czech Republic),10708981,77240,139
7df7221145,  that`s why I need to be there...To represent the Blackberries,that`s why I need to be there,positive,morning,0-20,Democratic Republic of the Congo,89561403,2267050,40
0ab8f9c4bc,Okay so I`m dedicating my 300th tweet to the fact that I`m going to the Apple store because there is a HUGE crack on the glass screen!,Okay so I`m dedicating my 300th tweet to the fact that I`m going to the Apple store because there is a HUGE crack on the glass screen!,neutral,noon,21-30,Denmark,5792202,42430,137
06cad97de6, If only we could ever actually be allowed to stay here and do that,If only we could ever actually be allowed to stay here and do that,neutral,night,31-45,Djibouti,988000,23180,43
37f6bd5ac5, Let me know how that turns out!!,Let me know how that turns out!!,neutral,morning,46-60,Dominica,71986,750,96
9bef0d7135, was that sass I detect?  As long as it isn`t back sass! Haha,was that sass I detect?  As long as it isn`t back sass! Haha,neutral,noon,60-70,Dominican Republic,10847910,4.83E+04,225
7436ec1a2c," yeah I was thinking about that ,ahaha",",ahaha",positive,night,70-100,Ecuador,17643054,248360,71
cf10e9309a, Sports Bar Shatranjanpoli Rest Ph 26498457 All Sports Bar Andheri W 26733333 Dont know whether that helps. Google ki jai ho,Sports Bar Shatranjanpoli Rest Ph 26498457 All Sports Bar Andheri W 26733333 Dont know whether that helps. Google ki jai ho,neutral,morning,0-20,Egypt,102334404,995450,103
ce69e99e71,I`m not sleeping at all until  accepts my appology,I`m not sleeping at all un,negative,noon,21-30,El Salvador,6486205,20720,313
6402e14398,"Wolverine Was BOSS! Seriously, And Will.I.Am Was In It, What The **** ??","Seriously,",negative,night,31-45,Equatorial Guinea,1402985,28050,50
914c40995f," I live for pain, bring it on","I live for pain, bring it on",neutral,morning,46-60,Eritrea,3546421,101000,35
258f37341e,"okay, i`m out for a while  back later!","okay, i`m out for a while  back later!",neutral,noon,60-70,Estonia,1326535,42390,31
77ba0fee75,  #powerblog What is this powerblog challenge you keep talking about?  I`m a newbie follower,g What is this powerblog challenge you keep talking about?  I`m a newbie followe,neutral,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67
96a4ce0d47,almost died. Laptop screen was set to 100% brightness after I reinstalled Windows Vista. Got a headache now  #insanedefaults,died.,positive,morning,0-20,Ethiopia,114963588,1000000,115
5bcc50c275,Waiting for tish to get off. Got to drive my moms CRV to pick her up all my myself and duckie. First time,Waiting for tish to get off. Got to drive my moms CRV to pick her up all my myself and duckie. First time,neutral,noon,21-30,Fiji,896445,18270,49
c5645758be,"Trying to decide on a movie with the friends.. not going to well! lol :p  No bible study 2nite, which means ****-day cake  buy my own??",not going to well!,negative,night,31-45,Finland,5540720,3.04E+05,18
7e3c091fc2,going to shower because i don`t want to smell at school tomorrow,going to shower because i don`t want to smell at school tomorrow,neutral,morning,46-60,France,65273511,547557,119
869bb56451, Sigh... you know I am...,Sigh... you know I am...,neutral,noon,60-70,Gabon,2225734,257670,9
09ad12cc5c,"discovered cause of a bug in the new #NetPLAYER 4 build. Publishing bug fix now, hopefully new beta by tomorrow",hopefully,positive,night,70-100,Gambia,2416668,10120,239
251aa82551,Here are 4 FREE twitter tools will get you followers  http://short.to/511q http://jijr.com/hulz http://short.to/511r http://2ve.org/xPG0/,Here are 4 FREE twitter tools will get you followers  http://short.to/511q http://jijr.com/hulz http://short.to/511r http://2ve.org/xPG0/,neutral,morning,0-20,Georgia,3989167,69490,57
8e0a0ffbe1,just got home from work.... and is chugging down a big bottle of apple juice.,just got home from work.... and is chugging down a big bottle of apple juice.,neutral,noon,21-30,Germany,83783942,348560,240
799f65f193, Yes it does. Please dont` go. If you die I will cry.. which normally leads to small animals getting harmed,g harmed,negative,night,31-45,Ghana,31072940,227540,137
d06582e26d,writing report cards  soooo tired but what an amazing day. check it out on fb soon!,what an amazing day.,positive,morning,46-60,Greece,10423054,128900,81
dbe1d16b29, it was only once for my big brother...and I`m done now,it was only once for my big brother...and I`m done now,neutral,noon,60-70,Grenada,112523,340,331
7809dd704a,good news: finally finished my #EASactive workout that has been paused for 6 hours. bad news: my resistance band is torn,good news: finally finished my #EASactive workout that has been paused for 6 hours. bad news: my resistance band is torn,neutral,night,70-100,Guatemala,17915568,107160,167
97334eb7c0,"Well good morning all, What a wonderful day in the neighborhood  Thanks for all those that are now following another 60 this morning","Well good morning all, What a wonderful day in the neighborhood  Thanks for all those that are now following another 60 this morning",positive,morning,0-20,Guinea,13132795,2.46E+05,53
e1546f901a,FTSK and Mercy Mercedes were amazing tonight.. as always,were amazing tonight..,positive,noon,21-30,Guinea-Bissau,1968001,28120,70
2ece7f3810,  hope he is ok!,hope,positive,night,31-45,Guyana,786552,196850,4
ba309a37d1,can`t school just be done already? it hurts too much... seeing him every day,it hurts too much...,positive,morning,46-60,Haiti,11402528,27560,414
